139000,sp01,199
140000,sp01,204
141000,sp01,201
142000,sp01,203
143000,sp01,186
144000,sp01,192
145000,sp01,187
146000,sp01,185
147000,sp01,194
148000,sp01,181
149000,sp01,182
150000,sp01,195
151000,sp01,180
152000,sp01,195
153000,sp01,197
154000,sp01,191
155000,sp01,190
156000,sp01,194
157000,sp01,186
158000,sp01,191
159000,sp01,201
160000,sp01,209
161000,sp01,204
162000,sp01,207
163000,sp01,209
164000,sp01,211
165000,sp01,204
166000,sp01,194
167000,sp01,199
168000,sp01,209
169000,sp01,200
170000,sp01,202
171000,sp01,194
172000,sp01,193
173000,sp01,198
174000,sp01,205
175000,sp01,203
176000,sp01,221
177000,sp01,200
178000,sp01,196
179000,sp01,198
180000,sp01,205
181000,sp01,211
182000,sp01,207
183000,sp01,205
184000,sp01,201
185000,sp01,203
186000,sp01,203
187000,sp01,199
188000,sp01,206
189000,sp01,206
190000,sp01,212
191000,sp01,198
192000,sp01,190
193000,sp01,206
194000,sp01,205
195000,sp01,198
196000,sp01,200
197000,sp01,196
198000,sp01,187
199000,sp01,197
200000,sp01,196
201000,sp01,189
202000,sp01,207
202000,sp07,1
203000,sp01,202
203000,sp07,1
204000,sp01,205
204000,sp07,1
205000,sp01,198
205000,sp07,1
206000,sp01,210
206000,sp07,1
207000,sp01,215
208000,sp01,216
209000,sp01,206
210000,sp01,209
211000,sp01,227
212000,sp01,233
213000,sp01,218
214000,sp01,208
215000,sp01,198
216000,sp01,200
217000,sp01,204
218000,sp01,212
219000,sp01,207
220000,sp01,212
221000,sp01,206
222000,sp01,208
223000,sp01,193
224000,sp01,192
225000,sp01,201
226000,sp01,210
227000,sp01,200
228000,sp01,207
229000,sp01,219
230000,sp01,218
231000,sp01,210
232000,sp01,207
233000,sp01,204
234000,sp01,185
234000,sp08,1
235000,sp01,186
235000,sp08,2
235000,sp09,1
236000,sp01,196
236000,sp09,1
237000,sp01,193
238000,sp01,185
239000,sp01,178
240000,sp01,184
241000,sp01,180
242000,sp01,191
243000,sp01,196
244000,sp01,203
244000,sp10,1
245000,sp01,208
245000,sp10,1
246000,sp01,204
246000,sp10,1
247000,sp01,201
247000,sp10,1
248000,sp01,190
248000,sp10,2
249000,sp01,200
249000,sp10,3
250000,sp01,212
250000,sp10,1
251000,sp01,217
251000,sp10,1
252000,sp01,215
252000,sp10,1
253000,sp01,211
253000,sp10,1
254000,sp01,213
254000,sp10,1
255000,sp01,208
255000,sp10,1
256000,sp01,203
257000,sp01,215
258000,sp01,211
259000,sp01,215
260000,sp01,222
261000,sp01,218
262000,sp01,210
263000,sp01,196
264000,sp01,204
265000,sp01,201
266000,sp01,201
266000,sp11,1
267000,sp01,213
267000,sp11,1
268000,sp01,216
268000,sp11,2
268000,sp12,1
269000,sp01,219
269000,sp11,2
269000,sp12,2
270000,sp01,216
270000,sp11,2
270000,sp12,2
271000,sp01,225
271000,sp11,2
271000,sp12,3
272000,sp01,215
272000,sp11,2
272000,sp12,3
273000,sp01,202
273000,sp11,2
273000,sp12,1
274000,sp01,195
274000,sp11,2
275000,sp01,200
276000,sp01,204
277000,sp01,206
278000,sp01,203
279000,sp01,206
280000,sp01,204
281000,sp01,196
282000,sp01,211
283000,sp01,200
284000,sp01,206
285000,sp01,216
286000,sp01,215
287000,sp01,204
288000,sp01,202
289000,sp01,208
290000,sp01,190
291000,sp01,210
292000,sp01,213
293000,sp01,214
294000,sp01,207
295000,sp01,200
296000,sp01,194
297000,sp01,195
298000,sp01,196
299000,sp01,197
300000,sp01,208
301000,sp01,206
302000,sp01,209
303000,sp01,199
304000,sp01,211
305000,sp01,216
306000,sp01,216
307000,sp01,203
308000,sp01,207
309000,sp01,218
310000,sp01,214
311000,sp01,211
312000,sp01,216
313000,sp01,224
314000,sp01,234
315000,sp01,216
316000,sp01,227
316000,sp13,1
317000,sp01,234
317000,sp13,1
318000,sp01,211
318000,sp13,1
319000,sp01,209
319000,sp13,2
320000,sp01,195
320000,sp13,3
321000,sp01,202
321000,sp13,4
322000,sp01,210
322000,sp13,4
323000,sp01,209
323000,sp13,4
323000,sp14,1
324000,sp01,186
324000,sp13,3
324000,sp14,2
325000,sp01,171
325000,sp13,3
325000,sp14,2
326000,sp01,169
326000,sp13,2
326000,sp14,2
327000,sp01,171
327000,sp13,4
327000,sp14,3
328000,sp01,184
328000,sp13,4
328000,sp14,3
329000,sp01,180
329000,sp13,1
329000,sp14,3
330000,sp01,194
330000,sp13,1
330000,sp14,4
331000,sp01,189
331000,sp13,2
331000,sp14,4
332000,sp01,183
332000,sp13,4
332000,sp14,5
333000,sp01,197
333000,sp13,4
333000,sp14,5
334000,sp01,204
334000,sp13,4
334000,sp14,3
335000,sp01,210
335000,sp13,5
335000,sp14,4
336000,sp01,205
336000,sp13,5
336000,sp14,5
337000,sp01,192
337000,sp13,5
337000,sp14,9
338000,sp01,188
338000,sp13,4
338000,sp14,8
339000,sp01,201
339000,sp13,4
339000,sp14,8
340000,sp01,200
340000,sp13,5
340000,sp14,11
341000,sp01,179
341000,sp13,4
341000,sp14,13
342000,sp01,179
342000,sp13,6
342000,sp14,19
343000,sp01,162
343000,sp13,7
343000,sp14,17
344000,sp01,164
344000,sp13,9
344000,sp14,20
345000,sp01,175
345000,sp13,7
345000,sp14,18
346000,sp01,172
346000,sp13,9
346000,sp14,15
347000,sp01,174
347000,sp13,13
347000,sp14,15
347000,sp15,1
348000,sp01,172
348000,sp13,11
348000,sp14,15
349000,sp01,167
349000,sp13,8
349000,sp14,17
349000,sp16,1
350000,sp01,166
350000,sp13,9
350000,sp14,17
350000,sp16,3
351000,sp01,166
351000,sp13,7
351000,sp14,17
351000,sp16,3
352000,sp01,176
352000,sp13,6
352000,sp14,16
352000,sp16,5
353000,sp01,179
353000,sp13,5
353000,sp14,19
353000,sp16,5
354000,sp01,175
354000,sp13,3
354000,sp14,18
354000,sp16,6
355000,sp01,185
355000,sp13,4
355000,sp14,17
355000,sp16,9
356000,sp01,165
356000,sp13,5
356000,sp14,18
356000,sp16,12
357000,sp01,168
357000,sp13,5
357000,sp14,17
357000,sp16,17
357000,sp17,1
358000,sp01,165
358000,sp13,5
358000,sp14,17
358000,sp16,22
358000,sp17,2
359000,sp01,162
359000,sp13,6
359000,sp14,16
359000,sp16,22
359000,sp17,2
359000,sp18,1
360000,sp01,159
360000,sp13,7
360000,sp14,11
360000,sp16,27
360000,sp17,4
360000,sp18,1
361000,sp01,145
361000,sp13,6
361000,sp14,11
361000,sp16,39
361000,sp17,5
361000,sp18,2
362000,sp01,129
362000,sp13,6
362000,sp14,12
362000,sp16,39
362000,sp17,8
362000,sp18,1
363000,sp01,129
363000,sp13,3
363000,sp14,6
363000,sp16,44
363000,sp17,6
363000,sp18,1
363000,sp19,1
364000,sp01,111
364000,sp13,2
364000,sp14,6
364000,sp16,46
364000,sp17,13
364000,sp18,2
364000,sp19,1
365000,sp01,107
365000,sp13,2
365000,sp14,6
365000,sp16,45
365000,sp17,13
365000,sp18,5
365000,sp19,2
366000,sp01,109
366000,sp13,2
366000,sp14,8
366000,sp16,42
366000,sp17,19
366000,sp18,5
366000,sp19,3
367000,sp01,108
367000,sp13,3
367000,sp14,3
367000,sp16,50
367000,sp17,22
367000,sp18,4
367000,sp19,2
368000,sp01,92
368000,sp13,2
368000,sp14,2
368000,sp16,47
368000,sp17,27
368000,sp18,9
368000,sp19,2
369000,sp01,86
369000,sp13,2
369000,sp14,2
369000,sp16,47
369000,sp17,37
369000,sp18,11
370000,sp01,86
370000,sp13,3
370000,sp14,1
370000,sp16,47
370000,sp17,45
370000,sp18,12
370000,sp20,1
371000,sp01,73
371000,sp13,3
371000,sp14,1
371000,sp16,53
371000,sp17,50
371000,sp18,18
371000,sp20,1
372000,sp01,69
372000,sp13,3
372000,sp14,1
372000,sp16,48
372000,sp17,59
372000,sp18,20
372000,sp20,1
373000,sp01,61
373000,sp13,4
373000,sp16,51
373000,sp17,57
373000,sp18,20
373000,sp20,1
374000,sp01,55
374000,sp13,4
374000,sp16,51
374000,sp17,59
374000,sp18,20
374000,sp20,2
375000,sp01,51
375000,sp13,4
375000,sp16,51
375000,sp17,65
375000,sp18,25
375000,sp20,3
376000,sp01,52
376000,sp13,2
376000,sp16,54
376000,sp17,76
376000,sp18,23
376000,sp20,2
377000,sp01,45
377000,sp13,2
377000,sp16,47
377000,sp17,75
377000,sp18,23
377000,sp20,1
378000,sp01,38
378000,sp13,1
378000,sp16,54
378000,sp17,84
378000,sp18,26
379000,sp01,36
379000,sp16,43
379000,sp17,98
379000,sp18,29
380000,sp01,33
380000,sp16,36
380000,sp17,117
380000,sp18,33
381000,sp01,30
381000,sp16,29
381000,sp17,112
381000,sp18,33
382000,sp01,22
382000,sp16,30
382000,sp17,108
382000,sp18,32
383000,sp01,18
383000,sp16,28
383000,sp17,118
383000,sp18,34
384000,sp01,17
384000,sp16,26
384000,sp17,122
384000,sp18,28
385000,sp01,14
385000,sp16,21
385000,sp17,127
385000,sp18,35
386000,sp01,13
386000,sp16,24
386000,sp17,136
386000,sp18,30
387000,sp01,10
387000,sp16,22
387000,sp17,144
387000,sp18,26
388000,sp01,5
388000,sp16,16
388000,sp17,153
388000,sp18,24
388000,sp21,1
389000,sp01,5
389000,sp16,13
389000,sp17,163
389000,sp18,18
389000,sp21,1
390000,sp01,4
390000,sp16,9
390000,sp17,172
390000,sp18,19
391000,sp01,3
391000,sp16,9
391000,sp17,177
391000,sp18,19
392000,sp01,3
392000,sp16,5
392000,sp17,176
392000,sp18,20
393000,sp01,3
393000,sp16,5
393000,sp17,168
393000,sp18,22
394000,sp01,1
394000,sp16,4
394000,sp17,180
394000,sp18,22
395000,sp01,1
395000,sp16,3
395000,sp17,183
395000,sp18,19
395000,sp22,1
396000,sp01,1
396000,sp16,3
396000,sp17,176
396000,sp18,20
396000,sp22,1
397000,sp01,1
397000,sp16,2
397000,sp17,155
397000,sp18,24
398000,sp01,1
398000,sp16,2
398000,sp17,157
398000,sp18,26
399000,sp01,1
399000,sp16,1
399000,sp17,166
399000,sp18,26
400000,sp16,1
400000,sp17,176
400000,sp18,25
400000,sp23,1
401000,sp17,172
401000,sp18,26
401000,sp23,1
402000,sp17,170
402000,sp18,22
403000,sp17,184
403000,sp18,18
404000,sp17,185
404000,sp18,18
405000,sp17,175
405000,sp18,15
406000,sp17,176
406000,sp18,12
407000,sp17,172
407000,sp18,14
408000,sp17,179
408000,sp18,16
409000,sp17,179
409000,sp18,21
410000,sp17,176
410000,sp18,22
411000,sp17,187
411000,sp18,27
412000,sp17,191
412000,sp18,29
413000,sp17,184
413000,sp18,28
414000,sp17,178
414000,sp18,25
415000,sp17,183
415000,sp18,23
416000,sp17,171
416000,sp18,24
417000,sp17,177
417000,sp18,27
418000,sp17,189
418000,sp18,30
419000,sp17,189
419000,sp18,28
420000,sp17,187
420000,sp18,32
421000,sp17,199
421000,sp18,34
422000,sp17,207
422000,sp18,38
423000,sp17,207
423000,sp18,42
424000,sp17,196
424000,sp18,46
425000,sp17,180
425000,sp18,50
426000,sp17,177
426000,sp18,46
427000,sp17,180
427000,sp18,40
428000,sp17,182
428000,sp18,38
429000,sp17,186
429000,sp18,40
430000,sp17,187
430000,sp18,41
431000,sp17,185
431000,sp18,43
432000,sp17,183
432000,sp18,44
433000,sp17,168
433000,sp18,37
434000,sp17,178
434000,sp18,36
435000,sp17,177
435000,sp18,35
436000,sp17,172
436000,sp18,35
437000,sp17,176
437000,sp18,37
438000,sp17,147
438000,sp18,36
439000,sp17,148
439000,sp18,33
440000,sp17,152
440000,sp18,35
441000,sp17,160
441000,sp18,31
442000,sp17,156
442000,sp18,29
443000,sp17,152
443000,sp18,37
444000,sp17,152
444000,sp18,41
445000,sp17,158
445000,sp18,41
446000,sp17,172
446000,sp18,43
447000,sp17,156
447000,sp18,44
448000,sp17,151
448000,sp18,49
449000,sp17,155
449000,sp18,49
450000,sp17,165
450000,sp18,47
451000,sp17,168
451000,sp18,50
452000,sp17,170
452000,sp18,55
453000,sp17,166
453000,sp18,65
454000,sp17,170
454000,sp18,57
455000,sp17,177
455000,sp18,60
456000,sp17,175
456000,sp18,65
457000,sp17,151
457000,sp18,67
458000,sp17,147
458000,sp18,67
459000,sp17,141
459000,sp18,70
460000,sp17,139
460000,sp18,72
461000,sp17,143
461000,sp18,72
462000,sp17,145
462000,sp18,80
463000,sp17,134
463000,sp18,86
464000,sp17,125
464000,sp18,88
465000,sp17,134
465000,sp18,90
466000,sp17,133
466000,sp18,85
467000,sp17,133
467000,sp18,85
468000,sp17,140
468000,sp18,85
469000,sp17,136
469000,sp18,81
470000,sp17,134
470000,sp18,80
471000,sp17,136
471000,sp18,73
472000,sp17,127
472000,sp18,68
473000,sp17,137
473000,sp18,70
474000,sp17,144
474000,sp18,67
475000,sp17,142
475000,sp18,66
475000,sp24,1
476000,sp17,150
476000,sp18,63
476000,sp24,1
477000,sp17,149
477000,sp18,72
477000,sp24,1
478000,sp17,147
478000,sp18,76
479000,sp17,136
479000,sp18,76
480000,sp17,142
480000,sp18,80
481000,sp17,140
481000,sp18,77
482000,sp17,125
482000,sp18,82
483000,sp17,122
483000,sp18,84
484000,sp17,119
484000,sp18,91
485000,sp17,118
485000,sp18,91
486000,sp17,123
486000,sp18,91
487000,sp17,116
487000,sp18,88
488000,sp17,112
488000,sp18,83
489000,sp17,110
489000,sp18,89
490000,sp17,113
490000,sp18,91
491000,sp17,106
491000,sp18,101
492000,sp17,116
492000,sp18,96
493000,sp17,103
493000,sp18,91
494000,sp17,100
494000,sp18,91
495000,sp17,106
495000,sp18,90
496000,sp17,116
496000,sp18,100
497000,sp17,112
497000,sp18,93
498000,sp17,113
498000,sp18,99
499000,sp17,110
499000,sp18,104
500000,sp17,117
500000,sp18,100
501000,sp17,122
501000,sp18,104
502000,sp17,130
502000,sp18,108
503000,sp17,112
503000,sp18,103
504000,sp17,119
504000,sp18,113
505000,sp17,115
505000,sp18,116
506000,sp17,120
506000,sp18,104
507000,sp17,121
507000,sp18,114
508000,sp17,123
508000,sp18,112
509000,sp17,112
509000,sp18,103
510000,sp17,121
510000,sp18,107
511000,sp17,103
511000,sp18,107
512000,sp17,100
512000,sp18,97
513000,sp17,109
513000,sp18,93
514000,sp17,109
514000,sp18,95
515000,sp17,112
515000,sp18,83
516000,sp17,107
516000,sp18,82
516000,sp25,1
517000,sp17,117
517000,sp18,86
517000,sp25,1
518000,sp17,106
518000,sp18,91
518000,sp25,1
519000,sp17,119
519000,sp18,91
519000,sp25,1
520000,sp17,122
520000,sp18,96
520000,sp25,1
521000,sp17,115
521000,sp18,94
521000,sp25,1
522000,sp17,126
522000,sp18,85
522000,sp25,1
523000,sp17,140
523000,sp18,83
523000,sp25,1
524000,sp17,127
524000,sp18,86
525000,sp17,125
525000,sp18,79
526000,sp17,131
526000,sp18,78
527000,sp17,145
527000,sp18,78
528000,sp17,153
528000,sp18,73
529000,sp17,163
529000,sp18,71
530000,sp17,151
530000,sp18,68
531000,sp17,152
531000,sp18,72
532000,sp17,139
532000,sp18,77
533000,sp17,129
533000,sp18,69
534000,sp17,129
534000,sp18,68
535000,sp17,131
535000,sp18,69
536000,sp17,121
536000,sp18,61
537000,sp17,126
537000,sp18,59
538000,sp17,135
538000,sp18,51
539000,sp17,141
539000,sp18,52
540000,sp17,140
540000,sp18,55
541000,sp17,155
541000,sp18,54
542000,sp17,157
542000,sp18,51
543000,sp17,169
543000,sp18,53
544000,sp17,163
544000,sp18,49
545000,sp17,169
545000,sp18,44
546000,sp17,171
546000,sp18,47
547000,sp17,169
547000,sp18,45
548000,sp17,174
548000,sp18,45
549000,sp17,168
549000,sp18,47
550000,sp17,150
550000,sp18,44
551000,sp17,154
551000,sp18,45
552000,sp17,154
552000,sp18,43
553000,sp17,159
553000,sp18,51
554000,sp17,171
554000,sp18,48
555000,sp17,170
555000,sp18,49
556000,sp17,168
556000,sp18,43
557000,sp17,171
557000,sp18,35
558000,sp17,179
558000,sp18,38
559000,sp17,167
559000,sp18,33
560000,sp17,168
560000,sp18,35
561000,sp17,167
561000,sp18,38
562000,sp17,171
562000,sp18,38
563000,sp17,179
563000,sp18,40
564000,sp17,170
564000,sp18,41
565000,sp17,164
565000,sp18,42
566000,sp17,163
566000,sp18,41
567000,sp17,151
567000,sp18,42
568000,sp17,157
568000,sp18,46
569000,sp17,171
569000,sp18,40
570000,sp17,156
570000,sp18,42
571000,sp17,161
571000,sp18,35
572000,sp17,178
572000,sp18,32
573000,sp17,181
573000,sp18,29
574000,sp17,173
574000,sp18,31
575000,sp17,175
575000,sp18,29
576000,sp17,174
576000,sp18,29
577000,sp17,190
577000,sp18,30
578000,sp17,194
578000,sp18,30
579000,sp17,189
579000,sp18,22
579000,sp26,1
580000,sp17,176
580000,sp18,17
580000,sp26,1
581000,sp17,188
581000,sp18,18
581000,sp26,1
582000,sp17,174
582000,sp18,18
582000,sp26,1
583000,sp17,175
583000,sp18,17
583000,sp26,1
584000,sp17,171
584000,sp18,17
585000,sp17,174
585000,sp18,15
586000,sp17,181
586000,sp18,20
587000,sp17,174
587000,sp18,20
588000,sp17,183
588000,sp18,21
589000,sp17,181
589000,sp18,22
590000,sp17,182
590000,sp18,24
591000,sp17,181
591000,sp18,25
592000,sp17,179
592000,sp18,25
593000,sp17,163
593000,sp18,20
594000,sp17,165
594000,sp18,23
595000,sp17,173
595000,sp18,18
596000,sp17,186
596000,sp18,22
597000,sp17,195
597000,sp18,21
598000,sp17,193
598000,sp18,22
599000,sp17,196
599000,sp18,20
600000,sp17,191
600000,sp18,17
601000,sp17,185
601000,sp18,22
602000,sp17,184
602000,sp18,17
602000,sp27,1
603000,sp17,184
603000,sp18,12
603000,sp27,2
604000,sp17,165
604000,sp18,11
604000,sp27,2
605000,sp17,168
605000,sp18,10
605000,sp27,2
606000,sp17,166
606000,sp18,9
606000,sp27,2
607000,sp17,174
607000,sp18,11
607000,sp27,2
608000,sp17,179
608000,sp18,8
608000,sp27,4
609000,sp17,176
609000,sp18,7
609000,sp27,5
610000,sp17,185
610000,sp18,6
610000,sp27,5
611000,sp17,183
611000,sp18,6
611000,sp27,6
612000,sp17,187
612000,sp18,4
612000,sp27,9
613000,sp17,187
613000,sp18,2
613000,sp27,12
614000,sp17,183
614000,sp18,1
614000,sp27,11
615000,sp17,186
615000,sp18,1
615000,sp27,17
616000,sp17,190
616000,sp18,2
616000,sp27,21
617000,sp17,169
617000,sp18,3
617000,sp27,31
618000,sp17,170
618000,sp18,4
618000,sp27,40
619000,sp17,153
619000,sp18,4
619000,sp27,45
620000,sp17,146
620000,sp18,4
620000,sp27,55
621000,sp17,130
621000,sp18,5
621000,sp27,70
621000,sp28,1
622000,sp17,122
622000,sp18,4
622000,sp27,80
622000,sp28,1
623000,sp17,105
623000,sp18,4
623000,sp27,88
623000,sp28,2
624000,sp17,95
624000,sp18,4
624000,sp27,103
624000,sp28,2
625000,sp17,86
625000,sp18,4
625000,sp27,115
625000,sp28,2
626000,sp17,75
626000,sp18,5
626000,sp27,119
626000,sp28,3
627000,sp17,64
627000,sp18,5
627000,sp27,141
627000,sp28,4
628000,sp17,55
628000,sp18,4
628000,sp27,148
628000,sp28,7
628000,sp29,1
629000,sp17,49
629000,sp18,4
629000,sp27,158
629000,sp28,7
629000,sp29,1
630000,sp17,42
630000,sp18,3
630000,sp27,159
630000,sp28,11
631000,sp17,36
631000,sp18,2
631000,sp27,163
631000,sp28,10
632000,sp17,32
632000,sp18,2
632000,sp27,172
632000,sp28,8
633000,sp17,24
633000,sp18,1
633000,sp27,182
633000,sp28,10
634000,sp17,20
634000,sp27,188
634000,sp28,9
635000,sp17,14
635000,sp27,169
635000,sp28,9
636000,sp17,12
636000,sp27,173
636000,sp28,8
637000,sp17,10
637000,sp27,184
637000,sp28,7
638000,sp17,6
638000,sp27,189
638000,sp28,5
639000,sp17,4
639000,sp27,187
639000,sp28,7
639000,sp30,1
640000,sp17,3
640000,sp27,189
640000,sp28,8
641000,sp17,2
641000,sp27,190
641000,sp28,9
642000,sp17,2
642000,sp27,189
642000,sp28,8
642000,sp31,1
643000,sp17,1
643000,sp27,200
643000,sp28,6
643000,sp31,1
644000,sp27,188
644000,sp28,7
644000,sp31,1
645000,sp27,196
645000,sp28,7
645000,sp31,1
646000,sp27,195
646000,sp28,5
646000,sp31,1
647000,sp27,207
647000,sp28,5
647000,sp31,1
648000,sp27,222
648000,sp28,6
648000,sp31,1
649000,sp27,221
649000,sp28,7
649000,sp31,1
650000,sp27,224
650000,sp28,7
650000,sp31,1
651000,sp27,215
651000,sp28,6
651000,sp31,1
652000,sp27,223
652000,sp28,5
652000,sp31,1
653000,sp27,233
653000,sp28,6
653000,sp32,1
654000,sp27,234
654000,sp28,4
654000,sp33,1
655000,sp27,231
655000,sp28,4
656000,sp27,234
656000,sp28,5
657000,sp27,239
657000,sp28,4
658000,sp27,231
658000,sp28,4
659000,sp27,233
659000,sp28,3
659000,sp34,1
660000,sp27,223
660000,sp28,3
660000,sp34,1
661000,sp27,209
661000,sp28,2
661000,sp34,3
662000,sp27,201
662000,sp28,2
662000,sp34,3
663000,sp27,207
663000,sp28,4
663000,sp34,3
664000,sp27,207
664000,sp28,5
664000,sp34,2
664000,sp35,1
665000,sp27,200
665000,sp28,3
665000,sp34,2
665000,sp35,1
666000,sp27,195
666000,sp28,4
666000,sp34,3
666000,sp35,2
667000,sp27,188
667000,sp28,5
667000,sp34,3
667000,sp35,2
668000,sp27,192
668000,sp28,3
668000,sp34,1
668000,sp35,2
669000,sp27,194
669000,sp28,4
669000,sp35,4
670000,sp27,191
670000,sp28,5
670000,sp35,6
671000,sp27,190
671000,sp28,7
671000,sp35,5
671000,sp36,1
672000,sp27,181
672000,sp28,12
672000,sp35,5
672000,sp36,1
673000,sp27,172
673000,sp28,14
673000,sp35,6
673000,sp36,1
674000,sp27,176
674000,sp28,12
674000,sp35,5
674000,sp36,1
675000,sp27,165
675000,sp28,10
675000,sp35,6
675000,sp36,1
676000,sp27,177
676000,sp28,16
676000,sp35,5
676000,sp36,1
677000,sp27,175
677000,sp28,19
677000,sp35,6
677000,sp36,1
678000,sp27,172
678000,sp28,17
678000,sp35,4
678000,sp36,2
679000,sp27,177
679000,sp28,20
679000,sp35,6
679000,sp37,1
680000,sp27,181
680000,sp28,20
680000,sp35,6
680000,sp37,1
681000,sp27,166
681000,sp28,22
681000,sp35,8
681000,sp37,1
682000,sp27,174
682000,sp28,20
682000,sp35,9
682000,sp37,1
683000,sp27,177
683000,sp28,17
683000,sp35,10
683000,sp37,1
684000,sp27,173
684000,sp28,21
684000,sp35,10
684000,sp37,1
685000,sp27,164
685000,sp28,18
685000,sp35,11
686000,sp27,160
686000,sp28,22
686000,sp35,11
687000,sp27,160
687000,sp28,19
687000,sp35,10
688000,sp27,155
688000,sp28,22
688000,sp35,11
689000,sp27,157
689000,sp28,22
689000,sp35,13
690000,sp27,152
690000,sp28,22
690000,sp35,14
691000,sp27,149
691000,sp28,23
691000,sp35,12
692000,sp27,147
692000,sp28,25
692000,sp35,11
693000,sp27,160
693000,sp28,23
693000,sp35,9
694000,sp27,175
694000,sp28,22
694000,sp35,8
695000,sp27,171
695000,sp28,20
695000,sp35,8
696000,sp27,174
696000,sp28,19
696000,sp35,9
697000,sp27,166
697000,sp28,15
697000,sp35,6
698000,sp27,171
698000,sp28,16
698000,sp35,4
698000,sp38,1
699000,sp27,177
699000,sp28,10
699000,sp35,2
700000,sp27,193
700000,sp28,12
700000,sp35,2
701000,sp27,192
701000,sp28,13
701000,sp35,2
702000,sp27,194
702000,sp28,15
702000,sp35,1
703000,sp27,201
703000,sp28,17
703000,sp35,1
704000,sp27,210
704000,sp28,16
704000,sp35,1
705000,sp27,219
705000,sp28,15
705000,sp35,1
705000,sp39,1
706000,sp27,220
706000,sp28,13
706000,sp35,1
706000,sp39,1
707000,sp27,204
707000,sp28,12
707000,sp35,1
707000,sp39,1
708000,sp27,196
708000,sp28,12
708000,sp35,1
708000,sp39,1
709000,sp27,185
709000,sp28,10
709000,sp35,1
709000,sp39,1
710000,sp27,199
710000,sp28,11
710000,sp35,2
710000,sp39,1
711000,sp27,187
711000,sp28,11
712000,sp27,186
712000,sp28,11
713000,sp27,190
713000,sp28,12
714000,sp27,201
714000,sp28,15
715000,sp27,199
715000,sp28,14
716000,sp27,197
716000,sp28,14
717000,sp27,192
717000,sp28,13
718000,sp27,184
718000,sp28,15
719000,sp27,185
719000,sp28,12
720000,sp27,195
720000,sp28,10
721000,sp27,187
721000,sp28,9
722000,sp27,186
722000,sp28,8
723000,sp27,197
723000,sp28,6
